batch_id,bird_weight_lbs,bird_age_days,feed_quality_score,processing_line,actual_yield_pct,bone_weight_lbs,meat_weight_lbs
53,5.190770199724637,45.02565053277423,0.9825601600815723,Line A,72.80199270655613,1.4117860575070174,3.7789841422176202
54,6.350508659956781,46.08882191367,0.9220726015636314,Line C,70.9258001112427,1.8463595817486773,4.504149078208104
55,6.727899570246356,42.96238722958036,0.9092814148424264,Line B,72.90217839163861,1.8231142235350697,4.904785346711286
56,6.638152107204578,44.542226420835505,0.8499488358458711,Line A,66.02206872256487,2.255506761077584,4.382645346126995
57,5.044704229099625,45.57133737936602,0.8686550978128897,Line C,69.22759475764668,1.5523768286566726,3.4923274004429525
58,5.521708861733907,49.623167542138184,0.9704096831609386,Line C,71.33055690736495,1.583043179855789,3.938665681878118
59,6.098137088263208,47.78768398700578,0.9118436263536916,Line B,70.10578937243783,1.8229899455228906,4.275147142740317
60,6.677990614410123,47.58076973410263,0.902948438751356,Line C,72.51953290276802,1.8351430135492133,4.842847600860909
61,5.3687431859392385,49.55269388650392,0.8199159427080058,Line C,73.04715175325636,1.4470292036635928,3.9217139822756457
62,5.632906921002564,46.58788463480181,0.8032056312910246,Line A,72.62282754417652,1.5421306420388887,4.090776278963675
63,4.804298523394574,48.17139454978667,0.9927370377374098,Line A,72.61743534171819,1.3155401495453973,3.4887583738491768
64,4.723414038327396,46.69033474120251,0.8753972334573683,Line C,69.56046436464268,1.437785299402138,3.2856287389252583
65,6.531273240154778,47.796087048198885,0.9206426124199009,Line A,73.74469934915321,1.7148054255309397,4.816467814623839
66,7.020616025713741,45.25172402716525,0.815943014637457,Line C,72.10546889432608,1.958367921102648,5.0622481046110925
67,5.735190890577699,39.683548525170714,0.9366228571446094,Line B,71.07679874412553,1.6588008036903676,4.076390086887331
68,6.703179608102822,46.597162513441084,0.9865133417411922,Line A,74.54784880642768,1.7061034086310383,4.997076199471784
69,6.12547242254287,51.26824440829982,0.9151330505994839,Line C,74.10429378219291,1.5862343429944927,4.539238079548378
70,5.219392220855388,49.77864620672478,0.8252230644750822,Line C,70.47858156942712,1.5408386170514896,3.678553603803899
71,6.125256044957572,49.89619245377351,0.9163443054946954,Line A,72.19450303328479,1.703157883784218,4.422098161173354
72,7.1842329098193725,50.70839216541865,0.9532694426209305,Line A,73.75751168785153,1.8853214816768729,5.2989114281425
73,5.767756564801044,47.26597277288431,0.8812833073148038,Line B,71.35647822973606,1.6520886072946148,4.115667957506429
74,7.208179290232605,47.59194712221679,0.9759675495882936,Line C,74.27926088419377,1.853996990240301,5.3541822999923046
75,3.44222940631923,45.14704431369695,0.929736590671473,Line B,70.95163298414764,0.9999114314752058,2.4423179748440242
76,6.539712253937701,46.05178143191885,0.9798497836578405,Line B,72.50949390817615,1.7977999955564938,4.741912258381207
77,5.8783423614143535,48.847313449313425,0.9247010622494675,Line B,72.95735415590515,1.5896593063006856,4.288683055113668
78,5.530893384580719,50.61165331150645,0.8262575944009649,Line A,73.14727661427199,1.4851955013209905,4.045697883259728
79,5.882584698881952,46.581661172957,0.8619383422210378,Line B,70.67661331312887,1.7249730584358687,4.157611640446083
80,4.011187976859196,45.64943220544576,0.8403589896504914,Line A,67.8797336966322,1.2884042600958447,2.722783716763351
81,5.602295300946239,47.00158387656979,0.9817652995433724,Line A,68.74042049448033,1.7512539537332819,3.8510413472129574
82,6.121401314360572,48.80362024678735,0.9520800134574965,Line B,71.84867050133712,1.723255853941125,4.398145460419447
83,7.130104640267364,42.66843555159937,0.9352796737820013,Line B,72.45414720829922,1.964048128102275,5.166056512165089
84,5.3335568035537175,40.111457140588286,0.8601932639263243,Line C,67.26657174263079,1.7458559898572907,3.587700813696427
85,5.072355757396131,45.34838945152525,0.8368089544100428,Line B,69.96567108372535,1.5234480119799478,3.548907745416183
86,5.348418660773917,43.337862722257526,0.9512902175977824,Line C,71.36319368033568,1.531616293050611,3.816802367723306
87,6.623861905931866,45.47557940705807,0.894831589175816,Line B,73.06485822629315,1.7841465952573088,4.839715310674557
88,6.095875998693716,46.55665904354758,0.8451579104301259,Line B,69.62608826419256,1.8515559953674992,4.244320003326217
89,5.323215816609665,45.64025477293096,0.923324395633055,Line B,73.18541525353267,1.4273982163821515,3.895817600227513
90,6.26194068980202,51.35740260341224,0.8080667704276905,Line B,75.90754762405594,1.5086550785004147,4.753285611301605
91,5.887369794413236,47.98023429380696,0.8652340508256507,Line C,70.02846009274451,1.764535387420269,4.122834406992967
92,6.6717804914796,47.90142307883249,0.8937113989182269,Line C,71.3788768800255,1.9095385087608163,4.762241982718784
93,5.168152215510383,48.8666214321302,0.8295916668218812,Line B,74.27131004566218,1.3296978598969076,3.838454355613475
94,5.505104068062009,43.58350064665769,0.9969308955181679,Line B,70.58843094819291,1.6191374843518993,3.8859665837101094
95,5.447102662181058,50.1173353622608,0.8418194729179229,Line C,68.23415774433506,1.7303180391725599,3.7167846230084978
96,4.482836546681093,46.77270714039362,0.8260706260086531,Line A,67.68634221408023,1.448568460796672,3.0342680858844213
97,6.066508249358118,49.01144185172364,0.8407069747773793,Line A,72.22257896371788,1.6851195386249922,4.381388710733126
98,6.0349497449619,43.78442830087953,0.9538122266319449,Line A,68.84470694891185,1.880206278528777,4.154743466433123
99,5.804602110978214,42.33872370195181,0.8851011318543686,Line C,69.23782928756226,1.7856216105568832,4.018980500421331
100,5.588871579962367,49.453668974075086,0.9130831879505076,Line C,72.94277322071962,1.5121936577931685,4.076677922169199
101,4.526166332154627,48.12922857829255,0.8042018313972722,Line A,73.87814286209654,1.1823187031093167,3.3438476290453107
102,5.421419209511177,44.29384533692747,0.8068862617146629,Line A,69.56819697849767,1.6498356148083302,3.771583594702846
103,5.4915569351259075,44.391010756175916,0.8891651099654032,Line B,72.80055899954363,1.4936727885760412,3.997884146549866
104,5.077950457700543,50.37630435324431,0.9633310486403247,Line C,75.94705767473333,1.2213964948963263,3.8565539628042163
105,5.654842859500592,43.43176432139801,0.977047775741513,Line C,73.7104382335714,1.4866334063428857,4.168209453157706
106,6.163645771133084,51.92801885976789,0.8173413135191281,Line A,74.41833991518041,1.576762910003623,4.586882861129461
107,7.497567311089477,44.298137796056395,0.9076726204202046,Line A,68.3890937737172,2.370048971960927,5.1275183391285495
108,5.957120031548655,48.91517577682515,0.9826459372558541,Line C,74.22664575305598,1.5353496486466984,4.421770382901957
109,6.031795351650488,46.01414457275305,0.8775945508795773,Line B,73.77586664044658,1.5817860569921685,4.45000929465832
110,5.73299867581045,48.809562293247026,0.9659131662856737,Line A,72.83765547850471,1.557216851736397,4.175781824074052
111,4.073105906230863,45.367657993657424,0.8267391308798873,Line C,73.0884113169976,1.0961375081079274,2.9769683981229353
112,5.776137512095705,46.511621281783114,0.9870788979335597,Line C,73.94062013499253,1.5052256158022115,4.2709118962934935
113,5.854207188946924,47.122757526187165,0.9502846635062605,Line B,73.48043883346928,1.5525100562882184,4.301697132658705
114,8.016917901236758,43.993437632655585,0.9882668785573803,Line B,75.18500518925023,1.9893977611739706,6.027520140062787
115,5.626875131696989,49.222473036260375,0.9353234467105013,Line A,73.593846255936,1.4858412982624105,4.141033833434578
116,6.071392608100251,45.460359300585246,0.8726807863998854,Line A,66.47904073992301,2.035189042680611,4.03620356541964
117,5.768759407265281,46.31420025397995,0.9876362345049445,Line A,71.1405908969882,1.6648298775111663,4.103929529754115
118,4.748189766142421,44.01695187617446,0.8551133552618357,Line C,72.13523539418861,1.3230719013728116,3.425117864769609
119,6.828540533063518,39.31299902361407,0.8664345044123465,Line A,67.96502187776157,2.187521465835082,4.641019067228436
120,6.476739729418097,46.42691671219949,0.9401616836003481,Line C,72.06602187594214,1.8092110591678152,4.667528670250282
121,6.511928752338742,54.23784626483875,0.9530632599050772,Line A,73.64032517952575,1.7165232436574587,4.7954055086812835
122,4.981551290684735,49.353812863694074,0.9858806967698308,Line B,76.2840148522781,1.18142396422494,3.8001273264597946
123,7.062514879842489,46.942218860796814,0.8409604818112419,Line B,76.05468677208496,1.691141309746391,5.371373570096098
124,4.538334043486947,46.2113275123752,0.9595996070438448,Line C,69.2054584846774,1.397559161125607,3.1407748823613404
125,6.328171384420243,47.06739767843614,0.9477092106793927,Line B,72.98263823308578,1.7097049561591608,4.618466428261082
126,7.771410063228981,48.64135734552563,0.8127589112507196,Line C,72.43647744951893,2.142074365268475,5.629335697960506
127,4.908517307382381,43.457561554073465,0.8774446282420414,Line C,70.98695088680827,1.4241105371203662,3.4844067702620145
128,5.290332043357505,50.342965084006615,0.8565530914120197,Line B,73.7315832798334,1.3896864670296543,3.900645576327851
129,5.889686228578877,49.14614394632373,0.8608980848708061,Line C,74.35810812897316,1.5102269742749546,4.379459254303923
130,5.346871911295421,49.154557177123806,0.9965893759109401,Line B,73.64610417485633,1.4091090534066635,3.937762857888757
131,4.404402912040481,48.315427216429185,0.9285554826959856,Line A,77.42328304246094,0.9943695791209877,3.410033332919493
132,5.861706677325424,47.05884997308197,0.9435352315586999,Line A,70.23473395886515,1.7447525870568785,4.116954090268545
133,4.843926657646506,49.01858370790046,0.9953235274630019,Line B,69.09798573771937,1.4968709066003367,3.3470557510461694
134,6.226233187571664,48.77544240122413,0.8754403564915277,Line B,72.1421848916017,1.734492529611448,4.491740657960216
135,4.972518189189577,45.93787786717693,0.9603680336905612,Line B,68.07902933555471,1.5872760724554111,3.3852421167341658
136,7.194940964515785,45.2791946813093,0.8869061926608991,Line B,69.37723706742885,2.203289714702117,4.9916512498136685
137,5.0950720368973865,47.30556888578596,0.9739067343629959,Line A,69.92518954725132,1.5323332575278903,3.5627387793694965
138,5.510144635414892,51.64706045448556,0.8361315082622607,Line C,71.4632196205742,1.5724178731970606,3.937726762217831
139,6.532165495632703,43.2826787730383,0.989537235412856,Line C,69.63725387888564,1.983344825649989,4.548820669982714
140,4.69222211520944,42.59742420274268,0.843754341682176,Line A,70.10795698256634,1.4026010531519417,3.2896210620574986
141,6.0047139411437165,47.49428252370955,0.8652441013961863,Line C,71.17532654720905,1.73083918530889,4.273874755834827
142,6.976428478854185,47.15266310556805,0.9512384468213562,Line A,72.89937110967239,1.8906559918534007,5.085772487000784
143,4.353265088894895,47.52002499311122,0.8787510283130814,Line C,72.73284275892769,1.1870116369096777,3.166253451985218
144,5.966170472679074,47.7318595937255,0.9216422753532894,Line B,71.00124654283705,1.730115066206258,4.236055406472816
145,6.033894514823581,46.33039323609558,0.8889147002138857,Line B,71.33475460995709,1.729630669250519,4.304263845573062
146,6.503640584599579,51.46959031580624,0.9484739874179564,Line B,75.32463850327778,1.6047968246974842,4.898843759902095
147,4.686744360209726,42.19728806457045,0.8456662504737222,Line A,65.03350636512413,1.6387901683956378,3.0479541918140884
148,4.611589048224151,44.514508925659264,0.8116915974473754,Line A,65.0,1.6140561668784528,2.9975328813456983
149,6.269747409055208,46.69023571955286,0.8599858794946132,Line C,72.74405627013383,1.7088788258168297,4.560868583238379
150,6.067286205909867,42.070433566537496,0.8948617329736861,Line C,71.20033961734512,1.7473578217457084,4.319928384164159
151,6.0254435653112886,46.47243678670379,0.8336040104385357,Line C,75.76578988882804,1.4602186537476285,4.56522491156366
152,6.111803388547278,51.98441049718406,0.8709594579312778,Line A,74.41419395110145,1.563754161083716,4.5480492274635616
153,5.187977750579358,47.062659464887886,0.8799966036587137,Line C,73.0749084392284,1.3968677594959513,3.7911099910834065
154,6.009028327444903,47.692102717156054,0.8114783687376548,Line B,71.61051030533467,1.7059324777694909,4.303095849675412
155,6.063765225968813,43.21950570448226,0.9166614496368409,Line C,71.37657615392233,1.7356572216601225,4.328108004308691
156,5.157083723776269,45.150915775881565,0.9768686855942575,Line B,74.464890400844,1.316866980986506,3.8402167427897633
157,7.47919706003028,45.87441085902819,0.8303485825906105,Line A,68.29687926833728,2.371138873700369,5.108058186329911
158,6.226449628820609,46.0468547097313,0.9195616026803028,Line B,72.8849421154939,1.6883054210043231,4.538144207816285
159,4.727826852517616,50.84493138501131,0.9329478409821692,Line B,77.11614670108419,1.0819089611568802,3.6459178913607357
160,6.390898247770447,48.67307318217537,0.8838669360838577,Line B,73.62535098992448,1.6855769814405215,4.705321266329926
161,4.9227864967954105,43.6656261291889,0.940219517472854,Line A,73.46672316294186,1.3061765692920424,3.616609927503368
162,6.508376143368206,47.739514335296015,0.8821463086982024,Line A,71.51481389324509,1.8539230569660714,4.6544530864021345
163,6.8427360211066635,48.49466524549035,0.900927457595487,Line A,73.37259721473147,1.8220428818727286,5.020693139233935
164,5.06138591348346,50.4204471155638,0.8014706089108854,Line A,72.35169002634389,1.3993876663228733,3.6619982471605868
165,6.66703851631989,51.74162205970512,0.9383440228269377,Line C,70.34681759235511,1.9769890924322788,4.690049423887611
166,6.171502834242848,43.954717424516396,0.9322685357889449,Line A,68.90407626044517,1.9190858149206211,4.252417019322227
167,6.539854143995041,44.56742746636898,0.8076801754652689,Line B,68.963505020302,2.0297415030805928,4.510112640914448
168,7.507113684388552,43.227266423256154,0.8736500214790266,Line A,73.36897978027349,1.9992209632073712,5.5078927211811815
169,5.579150695597416,46.297940422679055,0.9958063681583335,Line C,73.76583477770933,1.4636436114836056,4.115507084113811
170,5.121637452078259,48.399075123339,0.8841473125137234,Line C,72.58574945897989,1.404058522915453,3.7175789291628063
171,4.999437013337029,49.9620035497673,0.9003890810263684,Line C,74.19450222941978,1.2901296070182493,3.7093074063187794
172,5.065770743531106,46.772146929072434,0.9819860316319438,Line B,71.40310669917002,1.4486530543922516,3.6171176891388543
173,5.730608461527306,46.04045743023547,0.9434523751731513,Line A,74.18179495626087,1.4795402428509843,4.2510682186763225
174,6.107036777334979,47.45527397674622,0.9164140262248447,Line A,72.52738602895485,1.6777626389069948,4.429274138427985
175,6.049021719397017,44.49457129510993,0.9595609362682145,Line A,71.61057866975618,1.7172822622775785,4.331739457119439
176,6.544464924132422,53.26861616508432,0.9728732532911947,Line B,74.93619940527081,1.6402916385765451,4.904173285555877
177,5.811701702690116,42.177016918645826,0.8913776143474534,Line B,71.40595715662054,1.6618004747966248,4.1499012278934915
178,7.108180669441585,47.554221736687175,0.8950216729863671,Line C,72.40094396193415,1.9617907662461473,5.146389903195438
179,5.561808850085839,53.07081865768892,0.8772101871303672,Line C,76.0766882331922,1.330568871079943,4.231239979005896
180,8.248152249930657,47.02039953367999,0.9933412280036922,Line A,72.16908947200295,2.2955358728911763,5.95261637703948
181,6.3631006129885055,46.429882894995515,0.9394332508580701,Line B,70.22176739322298,1.8948189015389718,4.468281711449534
182,5.028558199225346,45.92766373156872,0.8166446132416145,Line B,71.91198862846885,1.4124219988224773,3.6161362004028685
183,4.836196751744999,46.458824954712775,0.9725919246626037,Line A,71.19835857742811,1.3929040469276637,3.443292704817335
184,6.234225173718866,51.11854542402959,0.8961119881672537,Line A,73.06757541711696,1.679027993238943,4.555197180479923
185,5.598883493206734,40.36441426601148,0.8137507812844975,Line C,70.53374187234338,1.6497814623750542,3.9491020308316798
186,6.442600444682883,51.600301103888974,0.9099434510326623,Line C,73.18939522429304,1.7273001425018668,4.715300302181016
187,6.22591386211619,42.728128542649564,0.8834328557951404,Line C,70.14874427712775,1.858513468066056,4.367400394050135
188,5.734453978608815,46.20004301229675,0.9755498809725249,Line A,74.80378569281069,1.444865313797421,4.289588664811394
189,5.037885653738435,45.71226673910402,0.8407989207218776,Line A,73.65749451386306,1.3271053047213535,3.7107803490170816
190,4.436637497782722,48.76565980931216,0.9652929218984366,Line C,75.08683495198387,1.1053068224047824,3.3313306753779397
191,5.398136543139681,42.20562694434876,0.9115377382370906,Line C,69.25419714956888,1.6597004191508036,3.738436123988877
192,6.570758914891125,48.38651799824583,0.8109220606426939,Line B,75.18723044439363,1.630387267606396,4.940371647284729
193,5.992684369717184,53.07292886986056,0.994369060265097,Line B,73.1572586895061,1.6086007629175862,4.384083606799598
194,4.67883509915921,42.910477986221565,0.90252304882064,Line C,67.66606876847507,1.51285132339859,3.16598377576062
195,5.955862833266064,47.56911850283119,0.8581753708463166,Line C,67.44230281672817,1.939091785905799,4.016771047360265
196,6.146785641755953,45.01405346661017,0.8938813683978516,Line B,74.79819314583514,1.5491010451748728,4.59768459658108
197,5.00452830741898,48.27766161857911,0.9715715567034978,Line C,70.50458537873214,1.4761063741119465,3.5284219333070332
198,5.938352595350975,47.05744333224725,0.8609806248770128,Line B,71.68549737407064,1.6814150015475962,4.256937593803379
199,5.8523878466014,45.07553927286707,0.8385352792973401,Line B,69.1441536990581,1.8058037988823314,4.046584047719068
200,4.771326731952439,48.46361685461322,0.8258142493861763,Line B,72.7819098709984,1.298664010251961,3.472662721700478
201,6.122008624313454,52.41304432936023,0.8595718796780423,Line A,73.46941670815039,1.6242045972076973,4.497804027105757
202,6.304706073731411,46.427288624818104,0.9560096174080087,Line A,69.84509461508651,1.901178151330601,4.4035279224008095
203,6.774746118857749,49.15927382644455,0.8943252730390524,Line C,74.4984579192314,1.7276647323657466,5.047081386492002
204,6.7484218468314126,43.12018112638651,0.8454963207387081,Line B,68.06683148209281,2.15498492064794,4.593436926183473
205,4.560097568838618,44.13069086954597,0.8332369999219499,Line A,67.85172795186806,1.4659925720904896,3.0941049967481282
206,4.9559574640763895,48.41721883364113,0.8665458953020758,Line C,67.51060475197579,1.6101606088277356,3.3457968552486537
207,6.263531740487793,51.452348085607895,0.9879848745771418,Line C,71.74377277512389,1.7698377608944689,4.493693979593324
208,6.262407355820987,48.06684004635698,0.8686053425180049,Line C,72.99674695523058,1.6910537049865952,4.571353650834392
209,6.263542917675443,46.06082590843054,0.997624815190927,Line C,68.55421669726134,1.9696201329662546,4.2939227847091885
210,9.267458341589249,46.99787421627006,0.8970460911530712,Line C,71.79605536630135,2.613788819612919,6.6536695219763295
211,6.31380145962385,43.248776798090844,0.8358327836580302,Line B,70.58497797295996,1.857206090091931,4.456595369531919
212,6.822009076162539,48.8135459790661,0.9782280183587019,Line C,72.84695195216386,1.8523834022781565,4.969625673884383
213,6.658601587143882,49.64699918697023,0.8920710746269654,Line B,77.69010958955664,1.485526716959842,5.17307487018404
214,6.3862521261752185,45.64372900150076,0.9419342687009049,Line A,75.80395773709375,1.5452202634651047,4.841031862710114
215,5.516257679823688,45.58987355672149,0.9967423166418303,Line C,69.9568222242544,1.6572591013176503,3.8589985785060383
216,6.483072298443941,47.797634688956144,0.8100350700639949,Line A,73.52996230146454,1.7160716814214207,4.76700061702252
217,5.104457306916185,45.68984079187821,0.8193389119575135,Line B,72.0147618358307,1.4284945343288367,3.675962772587348
218,5.586863253933992,46.801602156122534,0.9440913482925513,Line B,70.77563049101016,1.632725561291643,3.9541376926423495
219,5.3631728069538065,53.29916536749955,0.8563650006590944,Line A,70.96094632286193,1.5574146302089884,3.805758176744818
220,5.8736867254476905,46.25892289776201,0.8368602793900198,Line C,71.42222303779695,1.678569091856969,4.195117633590722
221,7.883192710006158,45.92497954393633,0.8078723759639459,Line C,72.43021651577095,2.173379161793226,5.7098135482129315
222,4.119461326667427,45.05737458309452,0.8043693423972404,Line A,68.5288366126167,1.2964424047955734,2.8230189218718533
223,6.4176341713370615,49.23257591449981,0.9548971206239582,Line A,74.54625704231833,1.6335281059364797,4.784106065400582
224,4.348555715929313,46.45632748034569,0.8268866854739101,Line A,68.75434977824008,1.3587345086976208,2.9898212072316923
225,5.37526132078951,45.05188088503572,0.8935441231942302,Line C,68.54468693145876,1.6908052767065453,3.6844560440829643
226,6.780055537270629,50.96391209681904,0.9211793630358966,Line C,74.69367202442326,1.7157830911879568,5.064272446082672
227,5.857852017185916,51.25880901354091,0.8856703601137693,Line C,74.4500972048717,1.4966754962734639,4.361176520912452
228,4.8300296998636245,45.19872930278388,0.8054213304672466,Line A,67.67733224554058,1.561194452328633,3.2688352475349913
229,5.156226661666029,41.40038014591815,0.9567003005175818,Line C,71.38481611227016,1.475463740903888,3.680762920762141
230,6.411637974041208,50.022541069510766,0.8021026449083307,Line B,69.66787775602675,1.944785868127189,4.466852105914019
231,5.142670031454577,44.94611052271999,0.9523779788754968,Line A,69.75824321119786,1.5552337633631073,3.5874362680914693
232,5.994812730623777,49.371876797488305,0.9786608987576245,Line C,72.98188832488725,1.6196851982738079,4.375127532349969
233,5.841014655913432,41.089688546864494,0.8865679842114345,Line A,68.32907963922985,1.8499030999352557,3.9911115559781765
234,5.213559687154764,49.677792014897925,0.9071084946195597,Line B,71.50738608167839,1.485479433062263,3.7280802540925015
235,7.729549680392793,43.36648421215766,0.8953966785235308,Line B,75.80936578641119,1.8698270895414437,5.85972259085135
236,6.37052712008621,49.19229235719958,0.8778417237246878,Line A,71.52077907949445,1.814276492330072,4.556250627756138
237,3.9773716720081533,47.0428192035093,0.9774849070740721,Line A,75.82889299932444,0.9613747626556495,3.015996909352504
238,5.967808883292484,44.138181741810065,0.9787867021339981,Line B,72.25770687349012,1.6556070336328967,4.312201849659588
239,5.20439218170845,45.77889106121966,0.867163272928307,Line A,71.05499680912014,1.5064114830614128,3.6979806986470374
240,6.567190001316601,49.0589553708701,0.9230139508029396,Line B,74.50488461019135,1.6743126687036431,4.892877332612958
241,5.086731335410569,47.3176833593457,0.9853815124291728,Line B,77.04322147271651,1.1677496469481345,3.9189816884624347
242,5.696737202679791,48.75323894141745,0.9924116997882704,Line C,71.09355782978925,1.6467240450815157,4.050013157598276
243,6.254488551082411,52.92932175354646,0.9017918080844095,Line A,72.50344274483378,1.7197690254661913,4.53471952561622
244,6.579179674753109,42.307275164866844,0.8905649610568653,Line A,69.18934621788972,2.0270882712911495,4.55209140346196
245,4.7197332336498015,51.85163772490587,0.8557388631857052,Line C,72.91942228673983,1.2781310261971015,3.4416022074527
246,5.498948887743146,47.31306781256964,0.991774374638082,Line B,68.89171585878763,1.7106286447791745,3.7883202429639713
247,5.37254921995514,44.30364785503062,0.8285628608945735,Line A,70.26699130108643,1.5974205269226747,3.7751286930324652
